zip:varchar:5	lat:decimal:10,6	long:decimal:10,6	city:varchar:25	stateshort:varchar:2	state:varchar:20	county:varchar:21
47601	38.042470	-87.287145	Boonville	IN	Indiana	Warrick
47610	38.054569	-87.267847	Chandler	IN	Indiana	Warrick
47613	38.128931	-87.416104	Elberfeld	IN	Indiana	Warrick
47615	38.003542	-86.996351	Grandview	IN	Indiana	Spencer
47620	37.961781	-87.868228	Mount Vernon	IN	Indiana	Posey
47629	38.062420	-87.245214	Newburgh	IN	Indiana	Warrick
47631	38.101827	-87.898765	New Harmony	IN	Indiana	Posey
47633	38.148016	-87.786303	Poseyville	IN	Indiana	Posey
47635	37.929173	-87.033681	Rockport	IN	Indiana	Spencer
47640	38.384971	-87.473674	Hazleton	IN	Indiana	Gibson
47660	38.306265	-87.514796	Oakland City	IN	Indiana	Gibson
47670	38.303369	-87.534003	Princeton	IN	Indiana	Gibson
47701	37.997128	-87.574963	Evansville	IN	Indiana	Vanderburgh
47801	39.433602	-87.410094	Terre Haute	IN	Indiana	Vigo
47832	39.779078	-87.221819	Bloomingdale	IN	Indiana	Parke
47834	39.387611	-87.126509	Brazil	IN	Indiana	Clay
47838	38.966806	-87.384354	Carlisle	IN	Indiana	Sullivan
47841	39.301664	-87.136902	Clay City	IN	Indiana	Clay
47842	39.746685	-87.458654	Clinton	IN	Indiana	Vermillion
47849	39.190101	-87.547036	Fairbanks	IN	Indiana	Sullivan
47850	39.222063	-87.425279	Farmersburg	IN	Indiana	Sullivan
47855	39.183335	-87.299448	Hymera	IN	Indiana	Sullivan
47857	39.526913	-87.086882	Knightsville	IN	Indiana	Clay
47859	39.779078	-87.221819	Marshall	IN	Indiana	Parke
47862	39.791725	-87.369135	Montezuma	IN	Indiana	Parke
47863	39.580285	-87.461570	New Goshen	IN	Indiana	Vigo
47872	39.712361	-87.222646	Rockville	IN	Indiana	Parke
47882	39.084199	-87.419003	Sullivan	IN	Indiana	Sullivan
47901	40.399050	-86.830286	Lafayette	IN	Indiana	Tippecanoe
47906	40.467303	-86.928132	West Lafayette	IN	Indiana	Tippecanoe
47918	40.240204	-87.213921	Attica	IN	Indiana	Fountain
47920	40.533131	-86.822842	Battle Ground	IN	Indiana	Tippecanoe
47921	40.577648	-87.311618	Boswell	IN	Indiana	Benton
47922	40.883043	-87.394076	Brook	IN	Indiana	Newton
47923	40.661019	-86.845433	Brookston	IN	Indiana	White
47928	39.927176	-87.471616	Cayuga	IN	Indiana	Vermillion
47929	40.754782	-86.934599	Chalmers	IN	Indiana	White
47932	40.096833	-87.352877	Covington	IN	Indiana	Fountain
47933	40.042425	-86.893538	Crawfordsville	IN	Indiana	Montgomery
47941	40.362781	-86.763031	Dayton	IN	Indiana	Tippecanoe
47942	40.679382	-87.415972	Earl Park	IN	Indiana	Benton
47944	40.606541	-87.311247	Fowler	IN	Indiana	Benton
47946	40.984442	-86.834650	Francesville	IN	Indiana	Pulaski
47948	40.794039	-87.324812	Goodland	IN	Indiana	Newton
47949	40.045073	-87.175046	Hillsboro	IN	Indiana	Fountain
47951	40.794191	-87.439821	Kentland	IN	Indiana	Newton
47954	40.050732	-86.855491	Ladoga	IN	Indiana	Montgomery
47955	40.191498	-86.901826	Linden	IN	Indiana	Montgomery
47959	40.795391	-86.937110	Monon	IN	Indiana	White
47960	40.779211	-86.749521	Monticello	IN	Indiana	White
47963	40.954690	-87.411025	Morocco	IN	Indiana	Newton
47965	39.952351	-86.920609	New Market	IN	Indiana	Montgomery
47966	39.873560	-87.406937	Newport	IN	Indiana	Vermillion
47967	40.193583	-86.976237	New Richmond	IN	Indiana	Montgomery
47970	40.598666	-87.136070	Otterbein	IN	Indiana	Benton
47971	40.533538	-87.259375	Oxford	IN	Indiana	Benton
47975	40.439726	-87.255833	Pine Village	IN	Indiana	Warren
47977	40.903837	-87.140991	Remington	IN	Indiana	Jasper
47978	40.994793	-87.103680	Rensselaer	IN	Indiana	Jasper
47980	40.782613	-86.919278	Reynolds	IN	Indiana	White
47983	40.284511	-86.772436	Stockwell	IN	Indiana	Tippecanoe
47987	40.110318	-87.228444	Veedersburg	IN	Indiana	Fountain
47989	39.913473	-86.980365	Waveland	IN	Indiana	Montgomery
47991	40.265862	-87.438432	West Lebanon	IN	Indiana	Warren
47992	40.318084	-87.046004	Westpoint	IN	Indiana	Tippecanoe
47993	40.314172	-87.403882	Williamsport	IN	Indiana	Warren
47995	40.726466	-86.989485	Wolcott	IN	Indiana	White
47997	40.670628	-86.722352	Yeoman	IN	Indiana	Carroll
48001	42.614984	-82.597768	Algonac	MI	Michigan	Saint Clair
48003	42.934027	-83.052481	Almont	MI	Michigan	Lapeer
48005	42.850051	-82.894993	Armada	MI	Michigan	Macomb
48006	43.075152	-82.695467	Avoca	MI	Michigan	Saint Clair
48007	42.606088	-83.297593	Troy	MI	Michigan	Oakland
48009	42.534834	-83.224160	Birmingham	MI	Michigan	Oakland
48014	43.026326	-82.929772	Capac	MI	Michigan	Saint Clair
48015	42.480186	-83.027221	Center Line	MI	Michigan	Macomb
48017	42.536785	-83.146427	Clawson	MI	Michigan	Oakland
48021	42.464986	-82.944318	Eastpointe	MI	Michigan	Macomb
48022	43.035450	-82.800896	Emmett	MI	Michigan	Saint Clair
48025	42.520184	-83.264031	Franklin	MI	Michigan	Oakland
48026	42.538702	-82.949421	Fraser	MI	Michigan	Macomb
48027	42.944333	-82.691559	Goodells	MI	Michigan	Saint Clair
48028	42.597245	-82.596757	Harsens Island	MI	Michigan	Saint Clair
48030	42.496485	-83.098474	Hazel Park	MI	Michigan	Oakland
48032	43.122260	-82.599804	Jeddo	MI	Michigan	Saint Clair
48034	42.478495	-83.279164	Southfield	MI	Michigan	Oakland
48035	42.551185	-82.916720	Clinton Township	MI	Michigan	Macomb
48039	42.685860	-82.549857	Marine City	MI	Michigan	Saint Clair
48040	42.782690	-82.491538	Marysville	MI	Michigan	Saint Clair
48041	42.941032	-82.804636	Memphis	MI	Michigan	Saint Clair
48042	42.673476	-82.916262	Macomb	MI	Michigan	Macomb
48043	42.597984	-82.877669	Mount Clemens	MI	Michigan	Macomb
48045	42.587734	-82.821517	Harrison Township	MI	Michigan	Macomb
48047	42.601469	-82.821874	New Baltimore	MI	Michigan	Macomb
48048	42.744267	-82.804166	New Haven	MI	Michigan	Macomb
48054	42.776889	-82.543697	East China	MI	Michigan	Saint Clair
48060	42.984014	-82.467461	Port Huron	MI	Michigan	Saint Clair
48062	42.838913	-82.799617	Richmond	MI	Michigan	Macomb
48065	42.839951	-83.038836	Romeo	MI	Michigan	Macomb
48066	42.509635	-82.936069	Roseville	MI	Michigan	Macomb
48067	42.492485	-83.145375	Royal Oak	MI	Michigan	Oakland
48069	42.471385	-83.144026	Pleasant Ridge	MI	Michigan	Oakland
48070	42.481786	-83.166376	Huntington Woods	MI	Michigan	Oakland
48071	42.505292	-83.136126	Madison Heights	MI	Michigan	Oakland
48072	42.499235	-83.181077	Berkley	MI	Michigan	Oakland
48074	42.905056	-82.567942	Smiths Creek	MI	Michigan	Saint Clair
48089	42.474786	-82.995121	Warren	MI	Michigan	Macomb
48094	42.755979	-83.037598	Washington	MI	Michigan	Macomb
48097	42.879217	-82.739491	Yale	MI	Michigan	Saint Clair
48101	42.276330	-83.194425	Allen Park	MI	Michigan	Wayne
48103	42.266638	-83.849042	Ann Arbor	MI	Michigan	Washtenaw
48110	42.008164	-83.664277	Azalia	MI	Michigan	Monroe
48111	42.263968	-83.416284	Belleville	MI	Michigan	Wayne
48114	42.546402	-83.877776	Brighton	MI	Michigan	Livingston
48115	42.160216	-83.911693	Bridgewater	MI	Michigan	Washtenaw
48117	42.041300	-83.428904	Carleton	MI	Michigan	Monroe
48118	42.313750	-84.013999	Chelsea	MI	Michigan	Washtenaw
48120	42.310037	-83.177625	Dearborn	MI	Michigan	Wayne
48122	42.353686	-83.223427	Melvindale	MI	Michigan	Wayne
48125	42.342272	-83.298123	Dearborn Heights	MI	Michigan	Wayne
48130	42.353887	-83.898295	Dexter	MI	Michigan	Washtenaw
48131	41.964903	-83.668808	Dundee	MI	Michigan	Monroe
48133	41.790287	-83.504033	Erie	MI	Michigan	Monroe
48134	42.116811	-83.300439	Flat Rock	MI	Michigan	Wayne
48135	42.326437	-83.343431	Garden City	MI	Michigan	Wayne
48138	42.135191	-83.156124	Grosse Ile	MI	Michigan	Wayne
48139	42.452284	-83.814654	Hamburg	MI	Michigan	Livingston
48140	41.887078	-83.581770	Ida	MI	Michigan	Monroe
48141	42.293338	-83.314674	Inkster	MI	Michigan	Wayne
48144	41.759998	-83.618485	Lambertville	MI	Michigan	Monroe
48146	42.242038	-83.180375	Lincoln Park	MI	Michigan	Wayne
48150	42.369351	-83.371753	Livonia	MI	Michigan	Wayne
48157	41.813365	-83.436032	Luna Pier	MI	Michigan	Monroe
48158	42.183140	-84.013795	Manchester	MI	Michigan	Washtenaw
48159	42.041832	-83.557254	Maybee	MI	Michigan	Monroe
48160	42.001525	-83.659763	Milan	MI	Michigan	Monroe
48161	41.928024	-83.430682	Monroe	MI	Michigan	Monroe
48164	42.135225	-83.390422	New Boston	MI	Michigan	Wayne
48165	42.498145	-83.608727	New Hudson	MI	Michigan	Oakland
48166	41.921912	-83.330583	Newport	MI	Michigan	Monroe
48167	42.417290	-83.432434	Northville	MI	Michigan	Wayne
48169	42.467503	-83.946982	Pinckney	MI	Michigan	Livingston
48170	42.366737	-83.489679	Plymouth	MI	Michigan	Wayne
48173	42.112182	-83.272588	Rockwood	MI	Michigan	Wayne
48174	42.202840	-83.351255	Romulus	MI	Michigan	Wayne
48176	42.147636	-83.802375	Saline	MI	Michigan	Washtenaw
48178	42.474564	-83.612188	South Lyon	MI	Michigan	Oakland
48180	42.245837	-83.249067	Taylor	MI	Michigan	Wayne
48182	41.790497	-83.584998	Temperance	MI	Michigan	Monroe
48183	42.138209	-83.217937	Trenton	MI	Michigan	Wayne
48184	42.263487	-83.395975	Wayne	MI	Michigan	Wayne
48185	42.315070	-83.373093	Westland	MI	Michigan	Wayne
48187	42.374118	-83.418143	Canton	MI	Michigan	Wayne
48189	42.386914	-83.783736	Whitmore Lake	MI	Michigan	Washtenaw
48191	42.129589	-83.569965	Willis	MI	Michigan	Washtenaw
48192	42.194990	-83.206572	Wyandotte	MI	Michigan	Wayne
48195	42.257801	-83.285939	Southgate	MI	Michigan	Wayne
48197	42.202139	-83.620494	Ypsilanti	MI	Michigan	Washtenaw
48201	42.239933	-83.150823	Detroit	MI	Michigan	Wayne
48203	42.239933	-83.150823	Highland Park	MI	Michigan	Wayne
48212	42.239933	-83.150823	Hamtramck	MI	Michigan	Wayne
48218	42.268761	-83.135137	River Rouge	MI	Michigan	Wayne
48220	42.460586	-83.140675	Ferndale	MI	Michigan	Oakland
48225	42.239933	-83.150823	Harper Woods	MI	Michigan	Wayne
48229	42.249838	-83.143121	Ecorse	MI	Michigan	Wayne
48230	42.239933	-83.150823	Grosse Pointe	MI	Michigan	Wayne
48237	42.466585	-83.178177	Oak Park	MI	Michigan	Oakland
48239	42.392286	-83.282029	Redford	MI	Michigan	Wayne
48301	42.544534	-83.279231	Bloomfield Hills	MI	Michigan	Oakland
48306	42.726216	-83.156629	Rochester	MI	Michigan	Oakland
48310	42.564395	-83.068475	Sterling Heights	MI	Michigan	Macomb
48315	42.671025	-82.998811	Utica	MI	Michigan	Macomb
48320	42.611409	-83.335629	Keego Harbor	MI	Michigan	Oakland
48321	42.660091	-83.386300	Auburn Hills	MI	Michigan	Oakland
48322	42.542715	-83.379535	West Bloomfield	MI	Michigan	Oakland
48327	42.644824	-83.406111	Waterford	MI	Michigan	Oakland
48330	42.675435	-83.363697	Drayton Plains	MI	Michigan	Oakland
48331	42.505138	-83.407233	Farmington	MI	Michigan	Oakland
48340	42.670272	-83.289036	Pontiac	MI	Michigan	Oakland
48346	42.723851	-83.423242	Clarkston	MI	Michigan	Oakland
48350	42.749639	-83.535805	Davisburg	MI	Michigan	Oakland
48353	42.648484	-83.717806	Hartland	MI	Michigan	Livingston
48356	42.701111	-83.422549	Highland	MI	Michigan	Oakland
48359	42.723081	-83.276903	Lake Orion	MI	Michigan	Oakland
48366	42.803277	-83.184120	Lakeville	MI	Michigan	Oakland
48367	42.843653	-83.140608	Leonard	MI	Michigan	Oakland
48370	42.840328	-83.200206	Oxford	MI	Michigan	Oakland
48374	42.468959	-83.522221	Novi	MI	Michigan	Oakland
48380	42.593161	-83.645451	Milford	MI	Michigan	Oakland
48382	42.583382	-83.500878	Commerce Township	MI	Michigan	Oakland
48383	42.657698	-83.534444	White Lake	MI	Michigan	Oakland
48390	42.558183	-83.477260	Walled Lake	MI	Michigan	Oakland
48393	42.520533	-83.549145	Wixom	MI	Michigan	Oakland
48401	43.351590	-82.670835	Applegate	MI	Michigan	Sanilac
48413	43.794550	-82.949138	Bad Axe	MI	Michigan	Huron
48415	43.278490	-83.814490	Birch Run	MI	Michigan	Saginaw
48416	43.242602	-82.918819	Brown City	MI	Michigan	Sanilac
48418	42.826333	-84.020577	Byron	MI	Michigan	Shiawassee
48419	43.443662	-82.663858	Carsonville	MI	Michigan	Sanilac
48420	43.170497	-83.707374	Clio	MI	Michigan	Genesee
48421	43.072417	-83.292729	Columbiaville	MI	Michigan	Lapeer
48422	43.252807	-82.644104	Croswell	MI	Michigan	Sanilac
48423	43.041994	-83.622843	Davison	MI	Michigan	Genesee
48427	43.535064	-82.722491	Deckerville	MI	Michigan	Sanilac
48428	42.937629	-83.154685	Dryden	MI	Michigan	Lapeer
48429	42.894936	-84.025960	Durand	MI	Michigan	Shiawassee
48430	42.833330	-83.763433	Fenton	MI	Michigan	Genesee
48433	42.978274	-83.808006	Flushing	MI	Michigan	Genesee
48437	43.018423	-83.691666	Genesee	MI	Michigan	Genesee
48438	42.918840	-83.512490	Goodrich	MI	Michigan	Genesee
48439	42.922700	-83.673760	Grand Blanc	MI	Michigan	Genesee
48441	43.867295	-82.800293	Harbor Beach	MI	Michigan	Huron
48442	42.775922	-83.579384	Holly	MI	Michigan	Oakland
48444	43.065642	-83.060893	Imlay City	MI	Michigan	Lapeer
48445	43.961537	-82.944266	Kinde	MI	Michigan	Huron
48446	43.121459	-83.319558	Lapeer	MI	Michigan	Lapeer
48450	43.392172	-82.788950	Lexington	MI	Michigan	Sanilac
48451	42.825944	-83.811322	Linden	MI	Michigan	Genesee
48453	43.357539	-83.002816	Marlette	MI	Michigan	Sanilac
48455	42.942128	-83.296070	Metamora	MI	Michigan	Lapeer
48456	43.651302	-82.756025	Minden City	MI	Michigan	Sanilac
48457	43.003962	-83.873179	Montrose	MI	Michigan	Genesee
48458	43.120587	-83.692978	Mount Morris	MI	Michigan	Genesee
48460	43.109913	-83.998893	New Lothrop	MI	Michigan	Shiawassee
48461	43.112848	-83.250511	North Branch	MI	Michigan	Lapeer
48462	42.835019	-83.422980	Ortonville	MI	Michigan	Oakland
48463	43.157936	-83.529863	Otisville	MI	Michigan	Genesee
48466	43.274949	-82.807228	Peck	MI	Michigan	Sanilac
48468	43.944086	-82.907943	Port Hope	MI	Michigan	Huron
48469	43.458914	-82.566894	Port Sanilac	MI	Michigan	Sanilac
48471	43.374676	-82.858995	Sandusky	MI	Michigan	Sanilac
48473	42.950323	-83.812575	Swartz Creek	MI	Michigan	Genesee
48475	43.807940	-83.023993	Ubly	MI	Michigan	Huron
48476	42.940553	-84.032828	Vernon	MI	Michigan	Shiawassee
48501	42.965926	-83.780835	Flint	MI	Michigan	Genesee
48509	43.025934	-83.604053	Burton	MI	Michigan	Genesee
48601	43.412420	-83.886873	Saginaw	MI	Michigan	Saginaw
48610	44.324353	-84.162443	Alger	MI	Michigan	Ogemaw
48611	43.639444	-84.059141	Auburn	MI	Michigan	Bay
48612	43.965212	-84.436146	Beaverton	MI	Michigan	Gladwin
48613	43.926730	-84.105306	Bentley	MI	Michigan	Bay
48615	43.386310	-84.468940	Breckenridge	MI	Michigan	Gratiot
48616	43.329465	-84.136197	Chesaning	MI	Michigan	Saginaw
48617	43.976073	-84.739685	Clare	MI	Michigan	Clare
48618	43.720284	-84.520350	Coleman	MI	Michigan	Midland
48621	44.689286	-84.011959	Fairview	MI	Michigan	Oscoda
48623	43.496884	-84.102426	Freeland	MI	Michigan	Saginaw
48624	44.032603	-84.429231	Gladwin	MI	Michigan	Gladwin
48625	44.005299	-84.850960	Harrison	MI	Michigan	Clare
48626	43.428523	-84.230091	Hemlock	MI	Michigan	Saginaw
48629	44.351007	-84.733596	Houghton Lake	MI	Michigan	Roscommon
48631	43.688372	-84.026419	Kawkawlin	MI	Michigan	Bay
48634	43.771397	-84.051257	Linwood	MI	Michigan	Bay
48637	43.389643	-84.309397	Merrill	MI	Michigan	Saginaw
48640	43.626132	-84.338030	Midland	MI	Michigan	Midland
48647	44.662952	-84.089518	Mio	MI	Michigan	Oscoda
48650	43.839179	-84.038715	Pinconning	MI	Michigan	Bay
48653	44.394517	-84.611194	Roscommon	MI	Michigan	Roscommon
48654	44.334415	-84.190661	Rose City	MI	Michigan	Ogemaw
48657	43.712095	-84.399532	Sanford	MI	Michigan	Midland
48658	43.979427	-83.900702	Standish	MI	Michigan	Arenac
48659	44.079473	-83.956748	Sterling	MI	Michigan	Arenac
48661	44.330950	-84.202733	West Branch	MI	Michigan	Ogemaw
48703	44.063621	-83.686379	Au Gres	MI	Michigan	Arenac
48705	44.678354	-83.599977	Barton City	MI	Michigan	Alcona
48706	43.608773	-83.953007	Bay City	MI	Michigan	Bay
48710	43.556574	-83.994328	University Center	MI	Michigan	Bay
48722	43.343016	-83.832323	Bridgeport	MI	Michigan	Saginaw
48723	43.489001	-83.385078	Caro	MI	Michigan	Tuscola
48725	43.849530	-83.232873	Caseville	MI	Michigan	Huron
48726	43.586075	-83.293496	Cass City	MI	Michigan	Tuscola
48727	43.282980	-83.178182	Clifford	MI	Michigan	Lapeer
48730	44.349592	-83.562942	East Tawas	MI	Michigan	Iosco
48732	43.601522	-83.778971	Essexville	MI	Michigan	Bay
48734	43.353763	-83.756467	Frankenmuth	MI	Michigan	Saginaw
48736	0.000000	0.000000	Gilford	NH	New Hampshire	Belknap
48738	44.557782	-83.338437	Greenbush	MI	Michigan	Alcona
48739	44.358808	-83.764739	Hale	MI	Michigan	Iosco
48740	44.656694	-83.419730	Harrisville	MI	Michigan	Alcona
48741	43.398564	-83.195025	Kingston	MI	Michigan	Tuscola
48742	44.659220	-83.454865	Lincoln	MI	Michigan	Alcona
48744	43.344868	-83.367939	Mayville	MI	Michigan	Tuscola
48745	44.578092	-83.591419	Mikado	MI	Michigan	Alcona
48746	43.297434	-83.473920	Millington	MI	Michigan	Tuscola
48750	44.422917	-83.550866	Oscoda	MI	Michigan	Iosco
48754	43.768927	-83.228252	Owendale	MI	Michigan	Huron
48755	43.844520	-83.241886	Pigeon	MI	Michigan	Huron
48756	44.291742	-83.985725	Prescott	MI	Michigan	Ogemaw
48757	43.478735	-83.619435	Reese	MI	Michigan	Tuscola
48759	43.736160	-83.381857	Sebewaing	MI	Michigan	Huron
48762	44.792293	-83.489404	Spruce	MI	Michigan	Alcona
48763	44.277551	-83.677131	Tawas City	MI	Michigan	Iosco
48766	44.104905	-83.865674	Twining	MI	Michigan	Arenac
48768	43.404594	-83.561187	Vassar	MI	Michigan	Tuscola
48770	44.262826	-83.688778	Whittemore	MI	Michigan	Iosco
48801	43.298805	-84.630170	Alma	MI	Michigan	Gratiot
48804	43.640574	-84.847417	Mount Pleasant	MI	Michigan	Isabella
48805	42.599184	-84.371973	Okemos	MI	Michigan	Ingham
48806	43.204648	-84.494123	Ashley	MI	Michigan	Gratiot
48808	42.819509	-84.483853	Bath	MI	Michigan	Clinton
48809	42.980040	-85.128727	Belding	MI	Michigan	Ionia
48811	43.279958	-85.054930	Carson City	MI	Michigan	Montcalm
48813	42.574191	-84.838452	Charlotte	MI	Michigan	Eaton
48815	42.835039	-85.252353	Clarksville	MI	Michigan	Ionia
48817	42.995625	-84.140012	Corunna	MI	Michigan	Shiawassee
48818	43.267035	-84.954890	Crystal	MI	Michigan	Montcalm
48819	42.549235	-84.273815	Dansville	MI	Michigan	Ingham
48820	42.854790	-84.616108	Dewitt	MI	Michigan	Clinton
48821	42.654335	-84.654181	Dimondale	MI	Michigan	Eaton
48823	42.737334	-84.503527	East Lansing	MI	Michigan	Ingham
48827	42.590246	-84.797012	Eaton Rapids	MI	Michigan	Eaton
48829	43.401096	-85.022308	Edmore	MI	Michigan	Montcalm
48831	43.081430	-84.445584	Elsie	MI	Michigan	Clinton
48835	42.993295	-84.761244	Fowler	MI	Michigan	Clinton
48836	42.641649	-84.054241	Fowlerville	MI	Michigan	Livingston
48837	42.700035	-84.766787	Grand Ledge	MI	Michigan	Eaton
48838	43.282538	-85.077695	Greenville	MI	Michigan	Montcalm
48840	42.750324	-84.378655	Haslett	MI	Michigan	Ingham
48841	42.983136	-84.229888	Henderson	MI	Michigan	Shiawassee
48842	42.639785	-84.506522	Holt	MI	Michigan	Ingham
48843	42.630687	-83.910266	Howell	MI	Michigan	Livingston
48846	42.973427	-85.090548	Ionia	MI	Michigan	Ionia
48847	43.249453	-84.603790	Ithaca	MI	Michigan	Gratiot
48848	42.879874	-84.313294	Laingsburg	MI	Michigan	Shiawassee
48849	42.827728	-85.143286	Lake Odessa	MI	Michigan	Ionia
48850	43.398672	-85.175752	Lakeview	MI	Michigan	Montcalm
48854	42.574335	-84.460273	Mason	MI	Michigan	Ingham
48856	43.197902	-84.730738	Middleton	MI	Michigan	Gratiot
48857	42.844288	-84.136097	Morrice	MI	Michigan	Shiawassee
48866	43.015906	-84.528840	Ovid	MI	Michigan	Clinton
48867	42.982578	-84.184937	Owosso	MI	Michigan	Shiawassee
48872	42.823317	-84.211149	Perry	MI	Michigan	Shiawassee
48873	42.970044	-84.916118	Pewamo	MI	Michigan	Ionia
48875	42.883458	-84.965969	Portland	MI	Michigan	Ionia
48876	42.643807	-84.729716	Potterville	MI	Michigan	Eaton
48878	43.709243	-84.770931	Rosebush	MI	Michigan	Isabella
48881	42.935710	-85.202980	Saranac	MI	Michigan	Ionia
48883	43.530865	-84.756824	Shepherd	MI	Michigan	Isabella
48885	43.235402	-85.191444	Sidney	MI	Michigan	Montcalm
48886	43.341346	-85.177052	Six Lakes	MI	Michigan	Montcalm
48888	43.289347	-85.059556	Stanton	MI	Michigan	Montcalm
48892	42.656484	-84.200923	Webberville	MI	Michigan	Ingham
48893	43.675890	-84.977751	Weidman	MI	Michigan	Isabella
48895	42.680434	-84.271215	Williamston	MI	Michigan	Ingham
48901	42.599184	-84.371973	Lansing	MI	Michigan	Ingham
49001	42.261596	-85.510095	Kalamazoo	MI	Michigan	Kalamazoo
49002	42.193793	-85.563901	Portage	MI	Michigan	Kalamazoo
49010	42.539295	-85.894873	Allegan	MI	Michigan	Allegan
49012	42.353739	-85.346599	Augusta	MI	Michigan	Kalamazoo
49013	42.312771	-86.096133	Bangor	MI	Michigan	Van Buren
49014	42.303041	-85.130440	Battle Creek	MI	Michigan	Calhoun
49022	42.143380	-86.348568	Benton Harbor	MI	Michigan	Berrien
49026	42.367738	-85.964714	Bloomingdale	MI	Michigan	Van Buren
49028	41.880399	-85.162804	Bronson	MI	Michigan	Branch
49029	42.130843	-85.102300	Burlington	MI	Michigan	Calhoun
49030	41.839785	-85.365433	Burr Oak	MI	Michigan	Saint Joseph
49031	41.904174	-85.999067	Cassopolis	MI	Michigan	Cass
49032	41.904488	-85.479907	Centreville	MI	Michigan	Saint Joseph
49034	42.226193	-85.363194	Climax	MI	Michigan	Kalamazoo
49036	41.905358	-85.058716	Coldwater	MI	Michigan	Branch
49038	42.147551	-86.365588	Coloma	MI	Michigan	Berrien
49040	41.977796	-85.351074	Colon	MI	Michigan	Saint Joseph
49042	41.936948	-85.533122	Constantine	MI	Michigan	Saint Joseph
49043	42.280540	-86.266608	Covert	MI	Michigan	Van Buren
49045	42.174485	-86.071429	Decatur	MI	Michigan	Van Buren
49046	42.532723	-85.384885	Delton	MI	Michigan	Barry
49047	41.961597	-86.019304	Dowagiac	MI	Michigan	Cass
49053	42.303241	-85.395798	Galesburg	MI	Michigan	Kalamazoo
49055	42.357819	-85.859198	Gobles	MI	Michigan	Van Buren
49056	42.367516	-86.071330	Grand Junction	MI	Michigan	Van Buren
49057	42.218519	-86.052434	Hartford	MI	Michigan	Van Buren
49058	42.639121	-85.289880	Hastings	MI	Michigan	Barry
49060	42.500132	-85.396204	Hickory Corners	MI	Michigan	Barry
49061	41.885831	-85.833847	Jones	MI	Michigan	Cass
49064	42.214896	-86.047077	Lawrence	MI	Michigan	Van Buren
49066	42.028161	-85.352240	Leonidas	MI	Michigan	Saint Joseph
49067	42.008635	-85.857579	Marcellus	MI	Michigan	Cass
49068	42.265016	-84.948946	Marshall	MI	Michigan	Calhoun
49070	42.537142	-85.626918	Martin	MI	Michigan	Allegan
49071	42.244501	-85.805041	Mattawan	MI	Michigan	Van Buren
49072	42.009094	-85.449665	Mendon	MI	Michigan	Saint Joseph
49073	42.621104	-85.197412	Nashville	MI	Michigan	Barry
49075	41.918535	-85.452884	Nottawa	MI	Michigan	Saint Joseph
49076	42.559717	-84.922599	Olivet	MI	Michigan	Eaton
49078	42.486075	-85.724612	Otsego	MI	Michigan	Allegan
49079	42.243011	-85.930846	Paw Paw	MI	Michigan	Van Buren
49080	42.479577	-85.633538	Plainwell	MI	Michigan	Allegan
49082	41.949119	-85.032201	Quincy	MI	Michigan	Branch
49083	42.376138	-85.454755	Richland	MI	Michigan	Kalamazoo
49084	42.178035	-86.385570	Riverside	MI	Michigan	Berrien
49087	42.135078	-85.656846	Schoolcraft	MI	Michigan	Kalamazoo
49090	42.363778	-86.138952	South Haven	MI	Michigan	Van Buren
49091	41.842913	-85.478265	Sturgis	MI	Michigan	Saint Joseph
49092	42.134220	-84.972831	Tekonsha	MI	Michigan	Calhoun
49093	41.928972	-85.538215	Three Rivers	MI	Michigan	Saint Joseph
49094	42.025271	-85.078799	Union City	MI	Michigan	Branch
49096	42.639932	-85.004661	Vermontville	MI	Michigan	Eaton
49097	42.179540	-85.473371	Vicksburg	MI	Michigan	Kalamazoo
49098	42.161397	-86.271878	Watervliet	MI	Michigan	Berrien
49099	41.859335	-85.553193	White Pigeon	MI	Michigan	Saint Joseph
49101	41.949647	-86.475504	Baroda	MI	Michigan	Berrien
49103	41.907363	-86.472582	Berrien Springs	MI	Michigan	Berrien
49106	41.942151	-86.544561	Bridgman	MI	Michigan	Berrien
49107	41.841369	-86.429249	Buchanan	MI	Michigan	Berrien
49111	42.027591	-86.299153	Eau Claire	MI	Michigan	Berrien
49112	41.807011	-85.997234	Edwardsburg	MI	Michigan	Cass
49117	41.792730	-86.746022	New Buffalo	MI	Michigan	Berrien
49120	41.844732	-86.421005	Niles	MI	Michigan	Berrien
49125	41.899733	-86.571325	Sawyer	MI	Michigan	Berrien
49127	42.007430	-86.508146	Stevensville	MI	Michigan	Berrien
49128	41.827553	-86.600498	Three Oaks	MI	Michigan	Berrien
49201	42.248979	-84.421104	Jackson	MI	Michigan	Jackson
49220	41.985346	-84.314543	Addison	MI	Michigan	Lenawee
49221	41.889943	-84.065892	Adrian	MI	Michigan	Lenawee
49224	42.290600	-84.792885	Albion	MI	Michigan	Calhoun
49228	41.852645	-83.873899	Blissfield	MI	Michigan	Lenawee
49229	41.997944	-83.857925	Britton	MI	Michigan	Lenawee
49230	42.160388	-84.388821	Brooklyn	MI	Michigan	Jackson
49232	41.747377	-84.638542	Camden	MI	Michigan	Hillsdale
49236	42.061881	-83.957586	Clinton	MI	Michigan	Lenawee
49237	42.186022	-84.641897	Concord	MI	Michigan	Jackson
49238	41.900279	-83.817849	Deerfield	MI	Michigan	Lenawee
